#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
AU|WB1|-19.959444|134.34642|393.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
ZB|BTPP|-1.3251|100.940102|862.0|Batang Pasampan-200-50-10-05|2007-12-03T00:00:00|2008-10-19T23:00:00
ZU|NZ22|-44.500599|173.998703|-776.0|SIO_OBS_ID: 135|2009-02-12T00:00:00|2010-02-14T23:59:59
GE|TNTI|0.7718|127.3667|43.0|GEOFON Station GEOFON Station Ternate, Indonesia|2007-01-05T00:00:00|2599-12-31T23:59:59
S1|AUHAR|-33.0927|115.8912|39.0|St Anne's School|2014-09-18T00:00:00|2599-12-31T23:59:59
ZU|NZ13|-42.499699|169.0|-1165.0|SIO_OBS_ID: 134|2009-02-05T00:00:00|2010-02-01T23:59:59
YC|SBB4|4.81717|116.504967|465.0|Kg.|2018-03-20T02:30:00|2020-01-14T06:05:00
YY|OBS29|17.922899|144.967194|-3740.0|LDEO OBS29|2003-06-22T00:00:00|2003-08-01T23:59:59
IA|DBNI|-8.50188|118.31213|185.0|Station Kabupaten Dompu, Sumbawa, BMG, Indonesia|2007-01-01T00:00:00|2599-12-31T23:59:59
AU|BRS|-27.39132|152.77398|580.0|BRS Brisbane Mt Nebo, QLD|2023-04-29T00:00:00|2599-12-31T23:59:59
XQ|6575|-38.516499|175.544907|554.0|6575|2002-07-18T00:00:00|2002-11-04T00:00:00
YO|PUET4|-39.511009|173.912613|41.0|PUET4|2001-10-01T00:00:00|2002-02-01T03:33:00
IA|PDSI|-0.9118|100.4617|275.6|Station Padang, Sumatra|2007-01-01T00:00:00|2599-12-31T23:59:59
1U|GUYJ|-37.3434|175.2705|58.0|Guy J's farm in Waerenga|2023-01-01T00:00:00|2025-12-31T23:59:59
S1|AUSIS|-35.2839|149.1147|585.0|Australian National University|2011-09-13T00:00:00|2020-04-16T04:55:00
ZU|NZ08|-40.999802|168.501099|-995.0|SIO_OBS_ID: 098|2009-02-04T00:00:00|2010-01-30T23:59:59
7D|KA08|-18.868|126.016121|180.0|QUEENSLAND, AUSTRALIA|1997-07-26T03:48:43|1997-10-12T06:33:13
7D|KA05|-16.8195|124.9123|180.0|QUEENSLAND, AUSTRALIA|1997-07-23T04:20:51|1997-10-09T09:50:51
Z6|OH12|-9.0556|111.3758|-2474.0|Station OH12, Indonesia|2004-05-03T00:00:00|2004-10-03T00:00:00
AU|BTL04|-15.84238|133.93432|313.0|Nutwood Downs, NT|2021-08-27T00:00:00|2021-09-07T00:37:11
AU|GNGN|-31.35787|115.71467|20.0|Gingin GSWA|2022-03-25T00:00:00|2599-12-31T23:59:59
XP|0478|-38.4095|176.559006|500.0|Kaingaroa|1994-01-01T00:00:00|1995-04-11T00:00:00
7B|SB10|-28.6597|149.012497|0.0|QUEENSLAND, AUSTRALIA|1993-12-15T01:10:55|1994-03-11T08:09:45
XQ|4690|-38.888802|176.405807|755.0|Dead Sheep|2002-08-08T00:00:00|2002-11-01T00:00:00
AU|KORDA|-30.87687|117.50301|306.0|KORDA- Koorda, Western Australia|2020-05-28T00:00:00|2023-03-23T00:00:00
YW|SING3|-32.608888|151.196218|47.0|Whittingham RFS shed|2025-04-27T00:00:00|2025-12-31T23:59:59
2O|BTL07|-17.60978|133.95621|231.0|Tandyidgee, NT|2021-09-05T00:00:00|2025-12-31T00:00:00
AU|PSA00|-21.5725|119.845802|305.0|Pilbara Seismic Array Element A0|2011-01-01T00:00:00|2599-12-31T23:59:59
ZB|L40S|0.97093|100.252434|73.0|200-100-50-25-TAB4|2008-04-25T00:00:00|2008-07-01T09:48:56
IA|TPI|-2.75633|107.65345|25.0|Station Tanjung Pandang, Belitung|2006-12-22T00:00:00|2599-12-31T23:59:59
XC|QRZA|-40.825298|172.529907|294.0|Quartz Hills|1995-11-12T02:08:51|1996-12-31T23:59:59
ZU|NZ09|-41.6507|167.899796|-1335.0|SIO_OBS_ID: 112|2009-02-04T00:00:00|2010-02-01T23:59:59
YS|TL01|-9.2068|124.364215|21.0|Pante Macassar, Oecussi enclave Timor Leste|2014-03-20T00:00:00|2015-03-24T23:59:59
IA|TGJI|-6.8679|109.121|43.84|Station Tegal, Java|2007-01-01T00:00:00|2010-04-20T00:00:00
1U|OKGB|-36.155047|175.39268|78.0|Åkiwi Great Barrier|2023-01-01T00:00:00|2025-12-31T23:59:59
AU|KELC|-35.979099|136.907806|60.0|Kangaroo Island|2018-06-11T00:00:00|2599-12-31T23:59:59
7B|SA01|-13.9586|143.180099|0.0|QUEENSLAND, AUSTRALIA|1993-06-25T06:00:28|1993-10-06T01:40:37
XB|LBSA|-16.302265|179.450333|10.0|Labasa, Fiji|1993-11-21T20:53:51|1995-12-31T23:59:59
YC|SBG2|6.83352|116.762619|12.0|Sk.|2018-03-27T06:35:00|2020-01-08T03:45:00
AU|WB7|-19.840809|134.379456|353.2|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|MEEK|-26.638|118.614998|530.0|Meekatharra, Western Australia|2003-06-25T00:00:00|2599-12-31T23:59:59
2O|BTL06|-17.04646|133.80311|0.233|Beetaloo Station, NT|2021-08-31T00:00:00|2025-12-31T00:00:00
AU|MGCD|-33.2096|151.1092|285.0|ACT|1996-12-10T00:00:00|2599-12-31T23:59:59
XC|CLAA|-45.790199|170.043701|432.0|Clarks Junction|1995-11-09T23:34:21|1996-12-31T23:59:59
YY|OBS48|18.1085|145.923004|-2247.0|LDEO OBS48|2003-06-18T00:00:00|2004-05-09T23:59:59
YC|SBA6|4.51025|117.301758|88.0|Golden|2018-03-16T05:15:00|2019-11-30T22:55:00
ZB|S40S|0.34352|100.818329|88.0|200-50-25-05|2008-07-04T07:18:22|2008-10-22T05:35:00
7B|SA04|-22.941799|140.143997|0.0|QUEENSLAND, AUSTRALIA|1993-05-14T06:26:51|1993-10-03T22:00:58
YY|OBS14|17.745001|144.780304|-3671.0|LDEO OBS14|2003-06-23T00:00:00|2004-05-03T23:59:59
AU|MANU|-2.0432|147.366196|141.5|Manus Island, Papua New Guinea|2009-05-26T00:00:00|2599-12-31T23:59:59
II|MSVF|-17.7448|178.0528|801.1|Monasavu, Fiji|1994-05-24T00:00:00|2599-12-31T23:59:59
XC|KAHA|-42.417599|173.541504|72.0|Kahutara|1995-11-13T19:38:31|1996-12-31T23:59:59
AU|GC2F|-27.912201|153.395798|12.0|Gold Coast 2 Fill JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
IA|KMSI|0.5745|123.98|218.0|Station Kotamubagu, Sulawesi|2008-01-01T00:00:00|2599-12-31T23:59:59
XO|GUA3|13.266417|144.717209|140.0|Guam 3|2003-05-08T02:45:58|2004-12-31T23:59:59
Z1|NADI|-17.723301|177.494705|27.0|Nadi, Viti Levu, Fiji|2009-10-31T00:00:00|2010-12-31T23:59:59
XU|CLIA|-46.291599|169.313507|352.0|Clinton|1996-04-14T00:00:00|1997-12-31T23:59:59
AU|TOO|-37.5714|145.490601|604.0|Toolangi, VIC|2003-06-25T00:00:00|2599-12-31T23:59:59
IA|GMJI|-8.2732|113.4441|80.13|Station Gumukmas, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
IA|WOJI|-7.8372|110.9236|183.62|Station Wonogiri, Java, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
ZB|BSAT|-3.0766|100.284599|17.0|Bulasat-200-50-10-05|2007-12-09T00:00:00|2008-10-16T23:00:00
MI|ANA2|16.3412|145.7115|317.0|ANA2, Northern Marianas Islands|2000-01-01T00:00:00|2599-12-31T23:59:59
IA|DBJI|-6.5538|106.7497|210.84|Station Dramaga, Java|2007-01-01T00:00:00|2599-12-31T23:59:59
XD|SEHF|-9.967582|151.180817|257.0|Sehulea (Kesipwa Village), Normanby Island|1999-09-03T10:53:53|2000-12-31T23:59:59
YW|RDK12|-32.01886|150.51618|385.0|RDK 12 Muswellbrook station 2|2021-05-23T00:00:00|2025-12-31T23:59:59
IA|APSI|-0.9108|121.6487|143.5|Station Ampana, Sulawesi|2008-01-01T00:00:00|2599-12-31T23:59:59
GE|YOGI|-7.8166|110.2949|160.0|GEOFON Station Yogyakarta, Java|2005-12-06T00:00:00|2007-01-28T00:00:00
AU|BTL05|-16.4788|133.88445|285.0|Amungee Mungee, NT|2021-08-25T00:00:00|2021-09-07T00:37:11
YW|MSWL3|-32.3933|150.92683|276.0|YW-MSWL3|2024-08-26T00:00:00|2025-12-31T23:59:59
XU|LUMA|-45.722801|168.449402|290.0|Lumsden|1996-01-29T00:00:00|1997-01-07T23:59:59
IA|CBJI|-6.6981|106.9349|1006.39|Station Citeko, Indonesia|2006-01-01T00:00:00|2599-12-31T23:59:59
YS|ENDE|-8.8318|121.6523|159.0|Ende, Flores Island Indonesia|2014-11-03T00:00:00|2016-12-31T23:59:59
IA|PPI|-0.4568|100.397|0.0|Station Padangpanjang, Indonesia|2005-01-01T00:00:00|2599-12-31T23:59:59
1U|PAE|-37.246692|175.650908|59.0|Paeroa|2023-01-01T00:00:00|2025-12-31T23:59:59
IA|WAMI|-4.09593|138.95004|1673.0|Station Wamena, Irian Jaya|2008-09-05T00:00:00|2599-12-31T23:59:59
GE|BKNI|0.3262|101.0396|65.0|GEOFON Station GEOFON Station Bangkinang, Sumatra|2008-04-29T00:00:00|2599-12-31T23:59:59
XO|AGRN|18.736506|145.652893|71.0|Agrigan|2003-05-10T03:51:54|2004-12-31T23:59:59
XU|RIVW|-33.827801|151.158401|15.0|Riverview|1996-04-01T05:04:06|1996-11-16T01:54:59
AU|WR0|-19.9597|134.540405|375.0|Warramunga Array, NT|2004-01-19T00:00:00|2599-12-31T23:59:59
IA|LBFI|-8.4835|119.8921|123.0|Station Labuhan Bajo, Indonesia (CN)|2009-07-19T00:00:00|2599-12-31T23:59:59
XC|TOPA|-41.762699|172.905304|754.0|Tophouse|1995-11-12T23:31:24|1996-12-31T23:59:59
ZB|C60S|0.21332|100.123199|383.0|NO-secondary-sample-rate|2008-06-27T00:00:00|2009-03-11T20:29:29
IA|BASI|-10.2189|120.5777|80.84|Station Baing, Sumba, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
7B|SC09|-22.3969|136.295303|0.0|QUEENSLAND, AUSTRALIA|1994-05-20T07:28:05|1994-08-02T18:45:22
XO|ALMN|17.612436|145.821381|71.0|Alamagan|2003-05-08T01:04:37|2004-12-31T23:59:59
1U|TRP|-36.495247|174.246076|178.0|Te Rau PÅ«riri Regional Park|2023-01-01T00:00:00|2025-12-31T23:59:59
7E|KB08|-17.346201|126.098503|277.0|QUEENSLAND, AUSTRALIA|1998-05-25T03:29:56|1998-07-24T01:54:26
AU|WR9|-19.957653|134.514923|360.2|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|MGBR|-37.726299|140.5728|186.0|Mount Gambier SA|2018-06-12T00:00:00|2599-12-31T23:59:59
ZU|NZ15|-42.1506|170.399597|-561.0|SIO_OBS_ID: 119|2009-02-06T00:00:00|2009-06-18T23:59:59
IA|UBSI|-3.7611|102.2714|28.05|Station Bengkulu, Sumatra, Indonesia (BMKG)|2006-01-01T00:00:00|2599-12-31T23:59:59
AU|WB2|-19.942753|134.35112|388.0|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
IA|AAII|-3.6871|128.194|160.0|Station Ambon, Indonesia (CN)|2006-01-01T00:00:00|2599-12-31T23:59:59
IA|PCI|-0.9054|119.8366|150.0|Station Palu, Indonesia|2005-01-01T00:00:00|2599-12-31T23:59:59
XU|WLZA|-37.869999|175.5961|190.0|Whitehall|1996-04-13T23:05:04|1997-12-31T23:59:59
IA|KDI|-3.95743|122.61926|55.0|Station Kendari, Sulawesi|2006-12-26T00:00:00|2599-12-31T23:59:59
AU|WB10|-19.767141|134.392838|362.1|Warramunga, NT|2013-08-26T00:00:00|2599-12-31T23:59:59
IA|TLE2|-5.69943|132.73952|34.0|Station Tual, Kai, JISNET, Indonesia|2010-01-01T00:00:00|2599-12-31T23:59:59
GE|MMRI|-8.6357|122.2376|137.0|GEOFON Station GEOFON Station Maumere, Flores|2006-11-09T00:00:00|2599-12-31T23:59:59
XT|DAWA|-17.619049|178.498611|91.0|Dawasamu|2001-07-24T04:12:59|2002-12-31T23:59:59
AU|GVL|-37.621399|144.899002|185.0|Greenvale Resevoir, JUMP Victoria|2013-03-05T00:00:00|2599-12-31T23:59:59
YS|TL02|-8.9884|125.208|271.0|Maliana village, Timor Leste|2014-03-19T00:00:00|2018-12-31T23:59:59
IA|SDSI|-0.9325|101.428|213.32|Station Sungai Dareh, Sumatra|2008-01-01T00:00:00|2599-12-31T23:59:59
MI|FLX|15.23388|145.79172|71.0|HUB|2011-03-20T00:00:00|2599-12-31T23:59:59
YY|OBS11|17.6304|143.857605|-3889.0|LDEO OBS11|2003-06-23T00:00:00|2003-08-10T23:59:59
YC|SBC6|5.29518|117.271652|81.0|Tamoi|2018-03-11T06:10:00|2020-01-10T00:00:00
S1|AUUHS|-35.3589|150.4696|44.0|Ulladulla High School|2013-09-15T00:00:00|2599-12-31T23:59:59
S1|AUCAR|-24.8851|113.6586|17.0|St Mary Star of the Sea|2013-09-24T00:00:00|2599-12-31T23:59:59
1U|RAG|-37.905357|174.784366|62.0|Raglan|2023-01-01T00:00:00|2025-12-31T23:59:59
AU|DRS|-12.4313|130.899307|44.0|Darwin Rock Store JUMP, Northern Territory|2009-01-01T00:00:00|2599-12-31T23:59:59
PS|BAG|16.410801|120.579697|1507.0|Baguio, Philippines|1998-03-17T00:00:00|2599-12-31T23:59:59
YY|OBS08|16.520599|147.119095|-3541.0|LDEO OBS08|2003-06-21T00:00:00|2004-05-12T23:59:59
YS|TL06|-8.4718|126.4576|431.0|Baucau village, Timor Leste|2014-03-17T00:00:00|2018-06-07T23:59:59
AU|YAPP|-31.866301|138.311905|267.0|Yappala Station, SA|2018-06-23T00:00:00|2599-12-31T23:59:59
Z1|SUVA|-18.114599|178.453705|43.0|Suva, Fiji|2010-05-02T00:00:00|2010-12-31T23:59:59
ZN|I|-9.4667|149.929504|-959.0|SIO OBS ID I|2010-03-03T00:00:00|2011-01-27T23:59:59
XD|MISA|-10.665967|152.801605|359.0|Misima Mines A, Misima Island|1999-07-25T04:32:52|2000-12-31T23:59:59
YS|BULE|-9.41579|119.30487|67.0|Laura village, nw Sumba Island Indonesia|2014-10-23T00:00:00|2016-12-31T23:59:59
XC|BERA|-44.5294|169.883804|505.0|Berwen|1995-11-16T22:11:41|1996-12-31T23:59:59
XO|PAGW|18.122175|145.761658|61.0|Pagan west|2003-05-09T06:34:15|2004-12-31T23:59:59
7E|KB03|-16.039301|129.263306|121.0|QUEENSLAND, AUSTRALIA|1998-05-22T02:27:38|1998-07-19T04:03:28
IA|TTSI|-3.0451|119.819|950.4|Station Tana Toraja, Sulawesi|2008-01-01T00:00:00|2599-12-31T23:59:59
AU|WC4|-19.961927|134.339737|387.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
YY|OBS07|16.4604|147.251907|-3224.0|LDEO OBS07|2003-06-19T00:00:00|2003-07-30T23:59:59
3B|WYKM1|-31.26097|117.59853|345.0|3B-WYKM1|2024-08-22T00:00:00|2025-01-16T00:00:00
ZN|MOKI|-9.4365|150.668503|10.0|MokaiVill, Papua New Guinea|2010-03-21T00:00:00|2011-12-31T23:59:59
IA|PCJI|-8.1947|111.1771|702.27|Station Pacitan, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
MI|PGWW|18.137759|145.77791|232.0|PGWW, Northern Marianas Islands|2013-06-01T00:00:00|2599-12-31T23:59:59
Z6|OH13|-8.7687|111.0262|-1133.0|Station OH13, Indonesia|2004-05-03T00:00:00|2004-10-03T00:00:00
AU|CORO|-41.452202|147.145004|0.0|Coronation Park JUMP, Tasmania|2009-11-20T00:00:00|2599-12-31T23:59:59
1U|RAKI|-36.716848|174.947292|118.0|RÄkino Island|2023-01-01T00:00:00|2025-12-31T23:59:59
IA|PLKI|-2.2262|113.9453|69.73|Station Palangkaraya, Kalimantan|2007-01-01T00:00:00|2010-04-20T00:00:00
TM|TMDB|13.6684|100.607|-47.0|Bangna, Bangkok|2008-01-01T00:00:00|2599-12-31T23:59:59
MI|ANSW|16.3417|145.6734|390.0|ANSW, Northern Marianas Islands|2000-01-01T00:00:00|2599-12-31T23:59:59
MI|PGNW|18.16172|145.7746|94.0|PGNW, Northern Marianas Islands|2013-04-25T00:00:00|2599-12-31T23:59:59
IA|SIJI|-0.86912|131.26605|201.0|Station Sorong, Indonesia (CTBTO AS042)|2010-01-01T00:00:00|2599-12-31T23:59:59
XO|GUA1|13.539673|144.913986|289.0|Guam 1|2003-05-06T02:51:52|2004-12-31T23:59:59
XU|BLBA|-41.713902|173.877396|253.0|Blackbirch|1996-04-04T00:00:00|1997-12-31T23:59:59
7B|SA08|-25.708401|150.892593|0.0|QUEENSLAND, AUSTRALIA|1993-05-03T03:00:58|1993-10-10T01:30:51
AU|CARL|-31.9835|115.926697|2.0|Carlisle JUMP, WA|2009-08-02T00:00:00|2599-12-31T23:59:59
IA|BKSI|-5.3219|120.1224|606.0|Station Bulukumba, Sulawesi|2008-01-01T00:00:00|2599-12-31T23:59:59
MI|SARN|16.7002|145.7795|451.0|SARN, Northern Marianas Islands|2000-01-01T00:00:00|2599-12-31T23:59:59
7B|SD03|-27.0515|125.185699|0.0|QUEENSLAND, AUSTRALIA|1995-03-23T06:11:47|1995-08-07T03:08:30
IA|CLJI|-7.7187|109.015|45.73|Station Cilacap, Java|2007-01-01T00:00:00|2010-04-20T00:00:00
S1|AUALC|-23.6899|133.8835|573.0|St Philip's College|2015-08-19T00:00:00|2599-12-31T23:59:59
S1|AUKAL|-30.7637|121.4789|373.0|John Paul College|2013-09-26T00:00:00|2599-12-31T23:59:59
YO|WITT4|-39.389469|173.782776|6.0|WITT4|2001-10-01T00:00:00|2002-02-01T06:00:00
IA|MKBI|-2.4474|101.2396|48.21|Station Muko-Muko, Bengkulu, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
IA|ALKI|-8.1445|124.5903|720.0|Station Alor, Indonesia (BMKG)|2010-10-01T00:00:00|2599-12-31T23:59:59
AU|MULG|-30.281799|134.058502|254.7|Mulgathing, South Australia|2013-05-28T00:00:00|2599-12-31T23:59:59
YY|OBS28|17.9158|144.841202|-4624.0|LDEO OBS28|2003-06-23T00:00:00|2004-05-05T23:59:59
ZU|NZ29|-45.247398|172.253494|-1383.0|SIO_OBS_ID: 130|2009-02-17T00:00:00|2010-02-13T23:59:59
YO|WINT4|-39.576759|174.128265|42.0|WINT4|2001-10-01T00:00:00|2002-02-01T03:00:00
YW|SING2|-32.73035|151.111539|118.0|Boke, NSW|2025-04-27T00:00:00|2025-12-31T23:59:59
ZN|SINA|-8.6778|151.090103|15.0|Sinaketa, Papua New Guinea|2010-03-19T00:00:00|2011-12-31T23:59:59
IA|PMSI|-3.5008|118.9149|306.8|Station Majene, Sulawesi, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|BTL09|-16.25895|134.86316|178.0|Tanumbirini, NT|2021-08-28T00:00:00|2021-09-07T00:37:11
RM|DLV|11.952|108.481499|1200.0|Dalat Central Vietnam|2008-04-24T00:00:00|2599-12-31T23:59:59
XB|KDVU|-19.099176|178.162888|5.0|Kadavu, Fiji|1994-08-14T21:34:25|1995-12-31T23:59:59
5A|LASU|-4.303918|153.108185|20.0|LASU NI|2014-11-24T20:42:00|2016-08-18T00:00:00
XT|SUVA|-18.114656|178.452805|98.0|Suva Pier|2001-08-14T04:32:36|2002-12-31T23:59:59
AU|SDAN|-34.5073|139.337997|585.0|Sedan SA|2018-06-10T00:00:00|2599-12-31T23:59:59
XB|RSF00|-41.876499|172.860504|1568.0|-|2001-04-17T00:00:00|2001-12-21T00:00:00
XT|KDVU|-19.099148|178.162918|89.0|Kandavu Island|2001-08-09T06:35:28|2002-12-31T23:59:59
XT|TAUF|-17.971741|177.280457|118.0|Taufnhoa|2001-07-28T02:35:41|2002-12-31T23:59:59
YC|MALB|4.7374|116.979973|230.0|Maliau|2018-03-18T08:45:00|2020-01-13T05:05:00
G|SANVU|-15.447148|167.203231|56.0|Espiritu Santo, Vanuatu|2011-11-01T00:00:00|2599-12-31T23:59:59
XP|0119|-37.888302|176.688004|100.0|Matata|1994-01-01T00:00:00|1995-04-11T00:00:00
Z1|LBSA|-16.540899|179.300201|140.0|Labasa, Vanua Levu, Fiji|2009-10-27T00:00:00|2010-12-31T23:59:59
7B|SB07|-34.6577|144.507706|0.0|QUEENSLAND, AUSTRALIA|1994-02-03T23:19:35|1994-04-11T04:59:35
5A|BUIN|-6.74982|155.692429|51.0|BUIN Bougainville|2014-11-20T00:16:23|2016-08-20T00:00:00
IA|TPRI|0.9184|104.5263|41.46|Station Tanjung Pinang, Sumatra|2007-01-01T00:00:00|2599-12-31T23:59:59
5A|KIMBE|-5.53671|150.126236|21.0|KIMBE NB|2014-11-29T04:57:20|2016-08-12T00:00:00
IA|NBBI|-8.4597|114.942|300.74|Station Negara, Indonesia|2006-01-01T00:00:00|2010-04-20T00:00:00
YC|SBA2|4.43506|115.745598|1019.0|Long|2018-03-24T05:55:00|2020-01-16T06:00:00
ZB|S08S|-0.30515|100.263802|1178.0|200-50-20-04-Check-sec-SPR|2008-06-26T00:00:00|2008-10-26T04:58:00
YS|PPLA|-10.6113|123.3805|28.0|Papela village, ne Rote Island Indonesia|2014-10-04T00:00:00|2016-12-31T23:59:59
XC|MAKA|-44.250401|169.2229|335.0|Makarora|1995-11-14T02:07:57|1996-12-31T23:59:59
YS|RENG|-8.6048|120.0651|491.0|Rengkas village, west Flores Island Indonesia|2014-11-17T00:00:00|2016-12-31T23:59:59
XC|MTJA|-43.9856|170.464905|1042.0|Mt John|1995-11-14T01:49:26|1996-12-31T23:59:59
1U|ARD|-37.034644|174.982944|64.0|Ardmore Field Station|2023-01-01T00:00:00|2025-12-31T23:59:59
GE|BBJI|-7.462603|107.65|615.0|GEOFON Station GEOFON Station Bungbulang, Garut, Java|2016-09-05T00:00:00|2599-12-31T23:59:59
XO|SARI|16.709562|145.769669|85.0|Sariguan|2003-05-06T08:18:07|2004-12-31T23:59:59
XD|WORB|-7.541781|110.44799|2890.0|Point Woro, summit|2001-03-17T01:58:26|2001-12-31T23:59:59
IA|JAY|-2.5145|140.7043|461.46|Station Jayapura, Indonesia|2006-01-01T00:00:00|2599-12-31T23:59:59
XM|RKAA|-43.303101|171.3246|480.0|Rakaia|1994-01-25T00:00:00|1994-04-23T00:00:00
TM|CHBT|12.7441|102.3526|198.0|Khereethan Dam, Chanthaburi|2008-01-01T00:00:00|2599-12-31T23:59:59
AU|BBOO|-32.8102|136.058807|321.0|Buckleboo, South Australia|2004-08-09T00:00:00|2599-12-31T23:59:59
XQ|6385|-38.580299|175.747101|469.5|6385|2002-07-24T00:00:00|2002-11-03T00:00:00
IA|SPSI|-3.9646|119.7691|142.0|Station Sidrap, Sulawesi|2008-01-01T00:00:00|2599-12-31T23:59:59
II|KWAJ|8.8019|167.613|0.0|Kwajalein Atoll, Pacific Ocean|1999-06-22T00:00:00|2017-08-08T21:08:59
YS|TL03|-8.6043|125.5572|692.0|Dare village near Dili, Timor Leste|2014-03-15T00:00:00|2018-12-31T23:59:59
YW|MSWL2|-32.37958|150.72452|251.0|YW-MSWL2|2024-08-26T00:00:00|2025-12-31T23:59:59
XQ|4760|-38.863201|176.335098|715.0|4760|2002-07-21T00:00:00|2002-11-01T00:00:00
AU|BCON|-30.33585|117.7649|386.0|Beacon, Western Australia|2020-05-28T00:00:00|2599-12-31T23:59:59
YY|OBS21|17.9114|146.185104|-2602.0|LDEO OBS21|2003-06-21T00:00:00|2003-07-31T23:59:59
XT|DEUB|-18.253408|178.055252|118.0|Deuba|2001-07-23T03:27:19|2002-12-31T23:59:59
S1|AUMAZ|-32.0069|116.0384|263.0|Mazenod Senior College|2013-12-04T00:00:00|2599-12-31T23:59:59
XC|EWZA|-43.509998|170.8526|625.0|Erewhon|1995-11-11T04:43:33|1996-12-31T23:59:59
ZB|S04S|-0.34423|100.026772|118.0|200-50-25-05|2008-07-10T00:00:00|2008-10-21T20:29:29
GE|SAUI|-7.9826|131.2988|110.0|GEOFON Station Saumlaki, Tanimbar, Indonesia|2009-08-25T00:00:00|2599-12-31T23:59:59
ZB|SLBU|-2.7672|100.011002|18.0|Silabu-200-50-10-05|2007-12-09T00:00:00|2008-10-19T23:00:00
YS|TL04|-8.2213|125.6065|12.0|Beloi village, Atauro Island Timor Leste|2014-03-25T00:00:00|2018-12-31T23:59:59
TM|UBPT|15.2773|105.4695|120.0|Pak mun Dam, Ubon Ratchathani|2008-01-01T00:00:00|2599-12-31T23:59:59
AU|PSAB2|-21.55485|119.861053|302.0|Pilbara Seismic Array Element B2|2011-01-01T00:00:00|2599-12-31T23:59:59
YY|OBS31|18.060499|144.783493|-4386.0|LDEO OBS31|2003-06-23T00:00:00|2003-07-31T23:59:59
ZN|KIR|-8.5073|151.0849|18.0|Kiriwina, Papua New Guinea|2010-03-18T00:00:00|2011-12-31T23:59:59
XT|RAKI|-17.376263|178.139893|76.0|RakiRaki|2001-07-31T00:47:04|2002-12-31T23:59:59
GE|LUWI|-1.0418|122.7717|6.0|GEOFON Station GEOFON Station Lhokseumave, Sulawesi|2008-03-10T00:00:00|2599-12-31T23:59:59
ZU|NZ05|-40.6493|167.251007|-1188.0|SIO_OBS_ID: 125|2009-02-03T00:00:00|2010-01-29T23:59:59
YC|SBC7|5.32075|117.691338|48.0|Syarimo|2018-03-13T05:05:00|2020-01-10T07:30:00
ZU|NZ24|-45.498402|176.002594|-1507.0|SIO_OBS_ID: 131|2009-02-14T00:00:00|2010-02-12T23:59:59
YS|BAOP|-8.4882|123.2696|67.0|Baopukang village, Lembata Island Indonesia|2014-10-31T00:00:00|2016-12-31T23:59:59
ZN|BASI|-9.4657|150.832504|13.0|BasimaSchool, Papua New Guinea|2010-03-13T00:00:00|2011-12-31T23:59:59
AU|SYDH|-33.7619|150.7417|55.0|Sydney Hard Rock Urban Monitoring, New South Wales|2010-09-10T00:00:00|2023-12-13T23:59:59
ZB|SMYA|-2.6125|100.105103|8.0|Saumangaya-200-50-10-05|2007-12-16T00:00:00|2008-10-15T00:00:00
XB|CCH|-42.001999|172.889801|843.0|-|2001-04-17T00:00:00|2002-12-31T23:59:59
IA|AAI|-3.6871|128.1943|157.2|Station Ambon, Indonesia|2006-01-01T00:00:00|2599-12-31T23:59:59
AU|WB0|-19.767099|134.3927|392.0|Warramunga Array, NT|2004-01-19T00:00:00|2599-12-31T23:59:59
7B|SD09|-30.4324|139.421494|0.0|QUEENSLAND, AUSTRALIA|1995-03-16T05:24:34|1995-05-22T06:44:34
XO|ANAH|16.364368|145.633713|91.0|Anatahan|2003-05-06T05:56:56|2004-12-31T23:59:59
AU|CN1H|-16.910999|145.710602|149.0|Cairns 1 Hard JUMP, Queensland|2012-01-01T00:00:00|2599-12-31T23:59:59
AU|SYDS|-33.9297|151.2243|27.0|Sydney Soft JUMP, NSW|2010-04-30T00:00:00|2599-12-31T23:59:59
TM|SKLT|7.175815|100.615686|11.0|Mueang, Songkhla|2008-01-01T00:00:00|2599-12-31T23:59:59
YS|TL07|-8.8558|126.3628|56.0|Viqueque village, Timor Leste|2014-03-18T00:00:00|2017-12-31T23:59:59
XD|KUL2|-9.088606|152.715454|123.0|Kulumwadao #2, Woodlark Island|1999-07-26T01:07:10|2000-12-31T23:59:59
XQ|6815|-38.4464|175.311203|229.0|6815|2002-07-23T00:00:00|2002-11-05T00:00:00
